object_type,Cultures/periods,count
scraper,Middle Stone Age,12
mount,Romano-British,12
mount,Anglo-Saxon,12
modelgroup,Middle Kingdom,12
bowl,Early Bronze Age,12
vase,1st Dynasty,12
vase,Chiriqu鑴欓,12
jar,Early Bronze Age I,12
jar,Early Anglo-Saxon,12
bladecore,Mesolithic,12
model,Ptolemaic,12
surimono,Kansei Era,12
model,Old Kingdom,12
bladeletcore,Mesolithic,12
mizusashi,Edo Period,12
toolimplement,1st Dynasty,12
sculpture,Romano-British,12
mirror,Edo Period,12
block,Roman,12
figure,Late Medieval,12
stamp-seal,Chalcolithic,12
vase,Yuan dynasty,12
vessel,Inca,12
figurine,Neo-Assyrian,12
linch-pin,Iron Age,12
lid,Qing dynasty,12
toolimplement,Maya,12
borer,Neolithic,12
toy,Post-Medieval,12
knife,Anglo-Saxon,12
key,Early Anglo-Saxon,12
appliedbrooch,Early Anglo-Saxon,12
shabti,30th Dynasty,12
jug,Merovingian,12
figure,12th Dynasty,12
drawing,Persian,12
bucket,Iron Age,12
buckle,Early Byzantine,12
censer,Ming dynasty,12
cooking-pot,Roman,12
cooking-pot,Early Medieval,12
wall-plaque,Neo-Assyrian,12
point,Mesolithic,12
brick,Late Babylonian,12
fitting,Ottoman dynasty,12
tea-caddy,Qing dynasty,12
cowroid,18th Dynasty,12
counter,Romano-British,12
quern,Iron Age,12
probe,Romano-British,12
coinpendant,Roman,12
coin,Warring States period,12
weight,Neo-Assyrian,12
weight,Mesopotamian,12
coin,Middle Byzantine,11
coin,Safavid dynasty,11
fitting,Phoenician,11
colchesterbrooch,Romano-British,11
stela,Ramesside,11
figure,Third Intermediate,11
jug,Roman Period,11
bottle,Merovingian,11
knife,Islamic,11
drawing,Heisei Era,11
storage-jar,Iron Age,11
jug,Late Medieval,11
jug,Etruscan,11
figure,Neo-Assyrian,11
core,Prehistoric,11
dish,Ottoman dynasty,11
dish,Abbasid dynasty,11
dish,Attic,11
statue,Ptolemaic,11
model,Graeco-Roman,11
toolimplement,Arctic,11
sculpture,Mesopotamian,11
helmet,Romano-British,11
handle,Romano-British,11
axe,Late Neolithic,11
seal,New Kingdom,11
finger-ring,Classical Greek,11
ligula,Romano-British,11
toolimplement,Prehistoric,11
bladelet,Upper Palaeolithic,11
model,Neolithic/Bronze Age,11
block,Neo-Assyrian,11
urn,Bronze Age,11
finger-ring,Western Greek,11
jar-sealing,1st Dynasty,11
tsuki,Late Kofun,11
finger-ring,Ottoman dynasty,11
jar,Roman Imperial,11
strainer,Romano-British,11
chatelaine,Anglo-Saxon,11
whetstone,Romano-British,11
coin,Heisei Era,11
bead,Post-Medieval,11
textile,Ottoman dynasty,11
bead,Ottoman dynasty,11
sample,Palaeolithic,11
rivet,Iron Age,11
papyrus,19th Dynasty,11
pelike,Apulian,11
bell,Celtic,11
cowroid,Second Intermediate,11
vessel,Late Sasanian,11
vessel,Mesolithic,11
vessel,Late Roman,11
pendant,18th Dynasty,11
ingot,Romano-British,11
souvenir,Heisei Era,11
pendant,Italic,11
ingot,Neolithic/Bronze Age,11
illustratedbook,Koka Era,11
glaux,Attic,11
surimono,Tenpo Era,11
figure,Shang dynasty,11
francisca,Merovingian,11
flask,Roman,11
ioniancup,East Greek,11
intaglio,Romano-British,11
humanskeletalremains,Iron Age,11
vase,Old Kingdom,11
spike,Romano-British,11
cylinderseal,Old Assyrian,11
mount,Late Anglo-Saxon,11
dinos,Attic,11
debitage,Lower Palaeolithic,11
vessel,Early Christian Period,11
flake,Bronze Age,11
bowl,Jin dynasty,11
spear-head,Anglo-Saxon,11
model,Romano-British,11
bead,Roman,11
retouchedflake,Mesolithic,11
basket,New Kingdom,11
relief,Coptic,11
plaque,Romano-British,11
plaque,Old Babylonian,11
sword,Viking,11
bead,Ptolemaic,11
hangingscroll,Republic,10
docket,Third Dynasty of Ur,10
dish,Jin dynasty,10
dish,Mamluk dynasty,10
vessel,Archaic Greek,10
vessel,Predynastic,10
bowbrooch,Iron Age,10
box,Heisei Era,10
mizusashi,Heisei Era,10
ear-ring,18th Dynasty,10
shabti,Ramesside,10
jug,Ottoman dynasty,10
drawing,Meiji Era,10
lamp,Fatimid dynasty,10
knife,Predynastic,10
sealstone,Late Bronze Age II,10
sealing,Neo-Assyrian,10
seal,Sasanian,10
toolimplement,Taino,10
amulet,Meroitic,10
figure-fitting,Late Period,10
finger-ring,Late Anglo-Saxon,10
brush-pot,Qing dynasty,10
core,Late Mesolithic/Neolithic,10
tablet,Nuzi,10
arrow-head,Jomon Period,10
coin,Ten Kingdoms,10
platter,Iron Age,10
point,Hopewell,10
bead,Late Christian Period,10
coin,Republic,10
coin,Medieval,10
chain,Iron Age,10
jar,Uruk,10
bowl,Early Byzantine,10
jar,Neolithic,10
amulet,Neo-Assyrian,10
figurine,Maya,10
askos,Western Greek,10
stand,East Greek,10
bottle,Early Islamic,10
spoon,Roman,10
disc,Islamic,10
amulet,Graeco-Roman,10
jar,Late Islamic,10
jar,Middle Kingdom,10
animalremains,Mesopotamian,10
jar,Late Predynastic,10
modelgroup,12th Dynasty,10
jar,Late Babylonian,10
jar,Edo Period,10
baldric,Iron Age,10
bladecore,Palaeolithic,10
vase,Meiji Era,10
animalmummy,Roman Period,10
scraper,Prehistoric,10
painting,Buddhist,10
tile,New Kingdom,10
armlet,Middle Bronze Age,10
tile,Medieval,10
oinochoe,Etruscan,10
offering-table,Late Period,10
nodule,Neolithic/Bronze Age,10
needle,Bronze Age,10
discoidalknife,Neolithic/Bronze Age,10
necklace,Meroitic,10
necklace,Etruscan,10
necklace,Early Byzantine,10
vessel,Christian Period,10
vessel,Classic Christian Period,10
axe,Mesopotamian,10
furniture-fitting,Roman Period,10
flask,18th Dynasty,10
flask,Islamic,10
spear-head,Merovingian,10
jar,26th Dynasty,10
inlay,Roman Period,10
bowl,Five Dynasties,10
tomb-relief,4th Dynasty,10
modelling-toolimplement,Romano-British,10
cylinderseal,Levantine,10
cylinderseal,Isin-Larsa,10
nail,Mesopotamian,10
blade,Epi-palaeolithic,10
mount,Iron Age,10
painting,Tenmei Era,10
painting,Tang dynasty,10
scarab,Etruscan,10
pendant,Mesopotamian,10
beaker,Neo-Assyrian,10
bowl,Late Roman,10
axe,Viking,10
bowl,Middle Assyrian,10
pendant,Early Anglo-Saxon,10
figure,Attic,10
vessel,Meroitic,10
papyrus,New Kingdom,10
papyrus,Coptic,10
papyrus,18th Dynasty,10
cast,Neo-Hittite,10
cylinderseal,Early Dynastic,10
cup,Iron Age,10
sarcophagus,Roman,10
saucer,Song dynasty,10
painting,Late Islamic,10
incense-container,Edo Period,10
incense-burner,Heisei Era,10
bowl,Mitannian,10
ring,Neolithic,10
ring,Anglo-Saxon,10
bead,Christian,10
plaque,Islamic,10
beaker,Islamic,10
beaker,Early Sasanian,10
sarcophagus,Etruscan,10
vase,Islamic,10
sword,Merovingian,10
coin,Islamic,10
retouchedflake,Neolithic,10
ridge-tile,Medieval,10
aeolipile,Islamic,9
beaker,Neolithic,9
ear-plug,18th Dynasty,9
ear-ring,Hellenistic,9
docket,Old Babylonian,9
statue,26th Dynasty,9
amphora,Roman,9
ear-ring,Roman Period,9
end-and-sidescraper,Neolithic,9
sickle,Neolithic,9
ring,Neolithic/Bronze Age,9
cineraryurn,Etruscan,9
coin,Indo-Scythian,9
tablet,Assyrian,9
jar,Meroitic,9
jar,New Kingdom,9
bowl,Christian,9
ewer,Edo Period,9
papyrus,Graeco-Roman,9
armlet,Viking,9
photographicprint,Hindu,9
textile,Late Intermediate,9
textile,Late Roman,9
artefact,Medieval,9
bottle,Abbasid dynasty,9
bowl,Hallstatt,9
bowl,Han dynasty,9
jar,Late Helladic IIIA2,9
shabti,21st Dynasty,9
shabti,22nd Dynasty,9
knife,Old Kingdom,9
weight,Islamic,9
weight,Late Roman,9
relief,Hellenistic,9
jar,Achaemenid,9
bowl,Late Byzantine,9
tablet,Middle Babylonian,9
vase,Bronze Age,9
knife,Roman,9
boss,Neo-Assyrian,9
panel,Coptic,9
dish,Roman Imperial,9
dish,Safavid dynasty,9
phiale,Attic,9
figure,Cypro-Archaic,9
scarab,20th Dynasty,9
bellkrater,Attic,9
amphoriskos,Hellenistic,9
figure,Han dynasty,9
scarab,12th Dynasty,9
animalremains,Bronze Age,9
axe,Romano-British,9
inlay,Ptolemaic,9
skillet,Romano-British,9
transportamphora,Classical Greek,9
figure,Phoenician,9
ostracon,Roman Period,9
figure,Song dynasty,9
dish,18th Dynasty,9
cameo,Roman Imperial,9
ornament,Mesopotamian,9
oinochoe,East Greek,9
disc,Romano-British,9
bead,Viking,9
stamp-seal,Achaemenid,9
suzuribako,Edo Period,9
scarab,Phoenician,9
bowl,Ninevite 5 Incised,9
lid,Romano-British,9
lintel,Classic Maya,9
lock,Romano-British,9
vase,Late Predynastic,9
levalloiscore,Palaeolithic,9
levalloisflake,Lower Palaeolithic,9
cooking-pot,Early Islamic,9
figurine,Teotihuacan,9
vessel,Han dynasty,9
banner,Tang dynasty,9
diptychprint,Bunka Era,9
diptychprint,Bunsei Era,9
diptychprint,Tenpo Era,9
vessel,Iron Age/Romano-British,9
vase,Romano-British,9
loom-weight,Neolithic/Bronze Age,9
core,Upper Palaeolithic,9
corerejuvenationflake,Neolithic/Bronze Age,9
coretablet,Mesolithic,9
cosmetic-spoon,Early Anglo-Saxon,9
tabletcase,Third Dynasty of Ur,9
arrow-head,Iron Age,9
lug,Neolithic,9
mace,Neo-Assyrian,9
necklace,Mesopotamian,9
needle,Iron Age,9
plaque,Qing dynasty,9
vessel,Samarran,9
amphora,18th Dynasty,9
debitage,Mesolithic,9
debitage,Neolithic/Bronze Age,9
dedicatorycone,Lagash II,9
squeeze-mould,Maya,9
storage-jar,Romano-British,9
album,Ottoman dynasty,9
cast,Romano-British,9
bead,Early Bronze Age,9
blade,1st Dynasty,9
sword-sheath,Merovingian,9
plaque,Parthian,9
surimono,Ansei Era,9
axe,Early Neolithic,9
point,Lower Palaeolithic,9
cylinderseal,Middle Assyrian,9
statuette,Ancient South Arabian,9
temple-relief,18th Dynasty,9
vessel,Achaemenid,9
hat,Buddhist,9
spear-head,Viking,9
bead,Anglo-Saxon,9
print,Koka Era,9
mount,Celtic,9
mug,Post-Medieval,9
scraper,Late Stone Age,9
fossil,Neolithic,9
blade,Lower Palaeolithic,9
blade,Mesopotamian,9
tomb-relief,5th Dynasty,9
bead,Late Bronze Age,9
bracelet,Roman,9
gaming-piece,New Kingdom,9
gaming-piece,Roman Period,9
teapot,Edo Period,9
cup,Classical Greek,9
cup,Post-Medieval,9
cup,Tang dynasty,9
bracelet,Middle Bronze Age,9
scraper,Upper Palaeolithic,9
model,Roman Period,9
hammer,Bronze Age,9
bladeletcore,Upper Palaeolithic,9
spindle-whorl,Iron Age,9
handle,Iron Age,9
poster,Showa Era,9
pot,Iron Age,9
sample,Bronze Age,9
banknote,Meiji Era,9
haniwa,Middle Kofun,9
cheek-piece,Iron Age,9
coin,Early Byzantine,9
coin,Fatimid dynasty,9
rivet,Anglo-Saxon,9
whetstone,Iron Age,9
whetstone,Neolithic/Bronze Age,9
bowl,Bakun,9
tsuki,Kofun Period,9
unguentarium,Sasanian,9
shabti,Third Intermediate,9
jug,Qing dynasty,9
triptychprint,Tenmei Era,9
triptychprint,Kaei Era,8
shield,Anglo-Saxon,8
sheet,Anglo-Saxon,8
backedbladelet,Upper Palaeolithic,8
juglet,Third Intermediate,8
jar,Roman Period,8
strap-fitting,Romano-British,8
jar,Old Babylonian,8
bowl,Christian Period,8
bottle,Medieval,8
pendant,Early Byzantine,8
pendant,Cypro-Archaic,8
coffin,18th Dynasty,8
alabastron,Cypro-Archaic II,8
wheel,Iron Age,8
jug,Early Bronze Age I,8
chatelaine,Merovingian,8
wrist-guard,Late Neolithic/Early Bronze Age,8
coffin,21st Dynasty,8
bowbrooch,Germanic,8
bead,Cypro-Archaic,8
pot,Taino,8
pot,Late Kofun,8
model,Predynastic,8
model,Napatan,8
gouge,Neolithic/Bronze Age,8
polisher,Neolithic/Bronze Age,8
vessel,X-Group Culture,8
cup,Heisei Era,8
mould,Late Bronze Age,8
mould,Bronze Age,8
mosaicpavement,Romano-British,8
molarflask,Early Islamic,8
bracelet,Neolithic,8
cartonnage,Late Period,8
cuptypea,Attic,8
tea-bowl,Edo Period,8
tomb-relief,19th Dynasty,8
mount,Merovingian,8
flask,Late Helladic IIIA2,8
flask,Late Bronze Age,8
stela,New Kingdom,8
stela,Neo-Assyrian,8
stela,Late Period,8
stela,Hellenistic,8
stela,4th Dynasty,8
spindle,Romano-British,8
spike,Iron Age,8
hilt,Meiji Era,8
hilt,Edo Period,8
sculpture,Ptolemaic,8
heart-scarab,New Kingdom,8
axe,Iron Age,8
tessera,Romano-British,8
telephonecard,Heisei Era,8
statuette,Iron Age,8
point,Iron Age,8
mummy-case,22nd Dynasty,8
stylus,Romano-British,8
vessel,Early Dynastic,8
vessel,Early Bronze Age III,8
flakedflake,Middle Palaeolithic,8
sword-harness,Early Anglo-Saxon,8
steelyard,Romano-British,8
statuette,Seleucid Era,8
statuette,Roman,8
statuette,Phoenician,8
scarab,Ramesside,8
binding,Romano-British,8
nail,Anglo-Saxon,8
flake,Late Stone Age,8
flake,Early Stone Age,8
fitting,X-Group Culture,8
necklace,6th Dynasty,8
neck-ring,Viking,8
bowl,Seljuq dynasty,8
artefact,Roman Period,8
crescent,Late Stone Age,8
crescent,Epi-palaeolithic,8
cowroid,New Kingdom,8
cowroid,Middle Kingdom,8
album,Shah Jahan reign,8
votivebox,Late Period,8
bowl,Samarran,8
block,Romano-British,8
manuscript,Persian,8
humancremation,Neolithic,8
milk-jug,Qing dynasty,8
brick,Middle Assyrian,8
storage-jar,Late Kofun,8
vessel,Shang dynasty,8
necklace,Romano-British,8
binding,Iron Age,8
finger-ring,Late Period,8
mail-armour,Iron Age,8
lunula,Late Neolithic/Early Bronze Age,8
tablet,Sumerian,8
core,Early Stone Age,8
loom-weight,Romano-British,8
vase,Song dynasty,8
finger-ring,Islamic,8
disc,Anglo-Saxon,8
diptychprint,Kansei Era,8
diptychprint,Kaei Era,8
diptychprint,Ansei Era,8
vessel,Ilkhanid dynasty,8
surimono,Kyowa Era,8
finger-ring,Hellenistic,8
figurine,Mesopotamian,8
battle-axe,Early Neolithic,8
rubbing,Ming dynasty,8
container,Late Christian Period,8
sealing,Old Babylonian,8
vase,Edo Period,8
strap-fitting,Anglo-Saxon,8
bowl,Phoenician,8
manuscript,Islamic,8
artefact,Abbasid dynasty,8
stamp-seal,Ancient South Arabian,8
axe,18th Dynasty,8
tile,Timurid dynasty,8
pin,Roman,8
disc,Mesopotamian,8
plaque,26th Dynasty,8
oinochoe,Greek,8
ostracon,18th Dynasty,8
piercer,Neolithic/Bronze Age,8
dish,East Greek,8
statue,Romano-British,8
dish,Early Islamic,8
ampulla,Late Medieval,8
ampulla,Early Byzantine,8
vessel,Late Anglo-Saxon,8
vessel,Lambayeque,8
tile,18th Dynasty,8
belt-fitting,Finno-Ugrian,8
figure,Roman Imperial,8
transportamphora,Roman,8
jar,Abbasid dynasty,8
lamp-stand,Etruscan,8
combbeater,Iron Age,8
comb,Viking,8
relief,11th Dynasty,8
razor,Late Bronze Age,8
arrow-head,Mesopotamian,8
inlay,Late Period,8
vase,Lambayeque,8
vase,Hallstatt,8
figure,Parthian,8
figure,Meiji Era,8
sample,Post-Christian,8
dish,Iron Age,8
vessel,Pre-Columbian,8
vessel,Post-Christian,8
beaker,Bronze Age,8
beaker,Early Anglo-Saxon,8
stamp-seal,Hittite,8
figure,Heisei Era,8
vessel,Late Period,8
vessel,Late Neolithic,8
figure,First Intermediate,8
figure,Eastern Zhou dynasty,8
dish,Southern Song dynasty,8
dish,Seljuq dynasty,8
dish,Medieval,8
cameo,Late Byzantine,8
textile,Tang dynasty,8
pan,Medieval,8
figure,Chola,8
figure,Achaemenid,8
krater,East Greek,8
krater,Attic,8
jar,Early Byzantine,8
arrow-head,Medieval,8
replica,Neolithic/Bronze Age,8
reliquary,Late Medieval,8
relief,Ptolemaic,8
transport-ticket,Heisei Era,8
lamp,Middle Islamic,8
lamp,Early Islamic,8
knife,Palaeolithic,8
coin,Umayyad dynasty,8
weight,New Kingdom,8
sealstone,Middle Minoan II,8
jar,Kofun Period,8
vase,Coptic,8
pendant,Roman,8
textile,Nasca,8
textile,Mamluk dynasty,8
fastener,Merovingian,8
vessel,Middle Neolithic,8
vessel,Middle Helladic,8
fabricator,Neolithic,8
equal-armbrooch,Early Anglo-Saxon,8
endscraper,Mesolithic,8
bowl,Early Bronze Age I,8
tablet,Larsa Dynasty,8
retouchedblade,Upper Palaeolithic,8
choppingtool,Lower Palaeolithic,8
kite,Heisei Era,8
bowl,Greek,8
bowl,Fatimid dynasty,8
signet-ring,Early Byzantine,8
saucer,Ming dynasty,8
endscraper,Lower Palaeolithic,8
ear-ring,Romano-British,8
penannularbrooch,Romano-British,8
staple,Early Anglo-Saxon,8
drawing,Safavid dynasty,8
drawing,Republic,8
beaker,Mitannian,8
adze,Middle Neolithic,7
rhyton,Apulian,7
triptychprint,Tenpo Era,7
bowbrooch,Early Anglo-Saxon,7
jug,Iron Age II,7
jug,Late Bronze Age,7
jug,Late Roman,7
whistle,Late Classic Maya,7
pendant,Late Period,7
pendant,Neolithic,7
dish,Tang dynasty,7
vessel,Mitannian,7
statue,Classical Greek,7
strap-fitting,Late Anglo-Saxon,7
jug,Seljuq dynasty,7
jug,Western Greek,7
bottle,Parthian,7
transversescraper,Lower Palaeolithic,7
tyre,Iron Age,7
drawing,Islamic,7
pendant,Classic Maya,7
penannularbrooch,Viking,7
ear-ring,Middle Byzantine,7
saucer-dish,Qing dynasty,7
equal-armbrooch,Merovingian,7
ewer,Ottoman dynasty,7
tablet,Babylonian,7
jar,Late Period,7
jar,Late Uruk,7
bowl,Chiriqu鑴欓,7
triptychprint,Ansei Era,7
jar,Ottoman dynasty,7
bowl,Archaic Greek,7
signet-ring,Roman,7
bowl,Goryeo Dynasty,7
knife,Jomon Period,7
knife,Mesopotamian,7
sealing,Third Dynasty of Ur,7
cineraryurn,Romano-British,7
coin,Iron Age,7
ewer,Qing dynasty,7
vessel,Middle Assyrian,7
amphoriskos,Classical Greek,7
bell,Iron Age,7
patera,Romano-British,7
fastener,Romano-British,7
ferrule,Bronze Age,7
figure,25th Dynasty,7
stud,Late Bronze Age,7
sealstone,Middle Minoan III,7
shabti,25th Dynasty,7
coin,Ming dynasty,7
alabastron,Hellenistic,7
relief,Late Period,7
awl,Early Bronze Age,7
thumbnailendscraper,Neolithic/Bronze Age,7
textile,Middle Horizon,7
beaker,Merovingian,7
pentaptychprint,Edo Period,7
dish,Taino,7
comb,Medieval,7
comb,Merovingian,7
vase,3rd Dynasty,7
vase,6th Dynasty,7
knife,Roman Period,7
bowl,Ilkhanid dynasty,7
bowl,Iron Age II,7
bell,Romano-British,7
sample,Prehistoric,7
pick,Neolithic/Bronze Age,7
piercer,Mesolithic,7
sling-shot,Neolithic,7
coinpendant,Merovingian,7
wall-tile,Neo-Assyrian,7
jar,5th Dynasty,7
jar,6th Dynasty,7
skillet,Medieval,7
transportamphora,Roman Republican,7
lamp,Graeco-Roman,7
spacer-bead,New Kingdom,7
bowl,Late Uruk,7
bowl,Meroitic,7
razor,Early Iron Age,7
stela,Roman,7
dish,Showa Era,7
figure,Coptic,7
vessel,Late Iron Age,7
scarab,13th Dynasty,7
scarab,25th Dynasty,7
scarab,Archaic Greek,7
bellkrater,Apulian,7
lid,Iron Age,7
vase,Iron Age,7
animalremains,Early Anglo-Saxon,7
bowl,Mixtec,7
incense-burner,Yuan dynasty,7
book,Qing dynasty,7
toolimplement,New Kingdom,7
toolimplement,Old Kingdom,7
ingot,Iron Age,7
buckle,Post-Medieval,7
painting,Five Dynasties,7
painting,Kamakura Period,7
painting,Keio Era,7
scalenetriangle,Mesolithic,7
pilgrimflask,Parthian,7
pin,Early Dynastic III,7
vessel,Post-Classic,7
vessel,Ptolemaic,7
vase,Graeco-Roman,7
pyxis,East Greek,7
commemorativescarab,18th Dynasty,7
roughout,Neolithic/Bronze Age,7
rubbing,Han dynasty,7
s-brooch,Merovingian,7
figure,Pala,7
buckle,Finno-Ugrian,7
tile,Abbasid dynasty,7
armlet,Italic,7
tabletcase,Old Assyrian,7
illustratedbook,Tenna Era,7
bowl,Nasca,7
vase,First Intermediate,7
vase,Ptolemaic,7
vase,Roman,7
vase,Roman Period,7
vase,Second Intermediate,7
vase,Southern Song dynasty,7
illustratedbook,Bunkyu Era,7
core,Classic Maya,7
censer,Early Byzantine,7
coretablet,Lower Palaeolithic,7
figure,Six Dynasties,7
vessel,Jomon Period,7
dish,Classic Maya,7
statue,Middle Kingdom,7
askos,Daunian,7
statue,Roman Period,7
dish,Fatimid dynasty,7
mirror,Eastern Zhou dynasty,7
bowl,Samanid dynasty,7
votiveoffering,New Kingdom,7
cowroid,Late Period,7
bead,Early Byzantine,7
hook,Iron Age,7
microburin,Mesolithic,7
bead,Christian Period,7
bead,Achaemenid,7
stela,26th Dynasty,7
crucifix,Late Medieval,7
cup,Bronze Age,7
militarydiploma,Romano-British,7
figurine,Hellenistic,7
plaque,19th Dynasty,7
bead,Taino,7
disc,Hopewell,7
disc,Late Neolithic/Early Bronze Age,7
hangingscroll,Bunsei Era,7
hangingscroll,Yuan dynasty,7
hashira-e,Anei Era,7
hashira-e,Tenmei Era,7
sculpture,Neo-Assyrian,7
seal,Late Islamic,7
helmet,Iron Age,7
spear-head,Early Iron Age,7
spear-head,Late Anglo-Saxon,7
pin,Merovingian,7
pin,Middle Bronze Age,7
pin,Neolithic,7
tile,Qajar dynasty,7
tile,Roman,7
stamp,Aztec,7
brush-rest,Qing dynasty,7
toolimplement,Christian,7
toolimplement,Classic Maya,7
toolimplement,Jomon Period,7
toolimplement,Late Bronze Age,7
model,10th Dynasty,7
model,1st Dynasty,7
bead,Finno-Ugrian,7
bead,Germanic,7
pot,Early Anglo-Saxon,7
salt-cellar,Attic,7
sample,Anglo-Saxon,7
tea-cup,Qing dynasty,7
finger-ring,26th Dynasty,7
bead,Phoenician,7
sample,Late Christian Period,7
sword,Late Anglo-Saxon,7
disc,Early Anglo-Saxon,7
textile,Early Byzantine,7
sculpture,18th Dynasty,7
hammer,Old Kingdom,7
spindle-whorl,Christian,7
model,Iron Age,7
model,Ming dynasty,7
surimono,Kaei Era,7
spindle-whorl,Neolithic,7
finger-ring,Late Roman,7
finger-ring,Lombardic,7
finger-ring,Middle Byzantine,7
finger-ring,Middle Kingdom,7
binding,Early Christian Period,7
necklace,Roman,7
dagger,Islamic,7
capital,Coptic,7
debitage,Late Mesolithic/Neolithic,7
tazza,Qing dynasty,7
girdle-hanger,Merovingian,7
goblet,Early Islamic,7
goblet,Middle Helladic,7
hacksilver,Roman,7
hair-pin,Romano-British,7
vessel,Chiriqu鑴欓,7
scraper,Wilton,7
screen,Qing dynasty,7
scribalpalette,18th Dynasty,7
denticulate,Mesolithic,7
needle,Neolithic/Bronze Age,7
fitting,Neo-Assyrian,7
scaraboid,Phoenician,7
scraper,Bronze Age,7
flake,Epi-palaeolithic,7
gem,Roman Imperial,7
modelgroup,First Intermediate,7
mortarium,Roman,7
cast,Iron Age,7
cup,New Kingdom,7
cup,Song dynasty,7
brick,Larsa Dynasty,7
neck-amphora,East Greek,7
scaraboid,Archaic Greek,7
cylinderseal,Neo-Hittite,7
plaque,Neo-Assyrian,7
flake,Mesopotamian,7
foundation-deposit,Napatan,7
toilet-bottle,Roman Period,7
tomb-relief,26th Dynasty,7
sake-bottle,Heisei Era,7
vessel-stamp,Umayyad dynasty,7
arrow-head,Bronze Age,7
spur,Colonial,7
flask,Abbasid dynasty,7
flask,Early Islamic,7
tomb-relief,6th Dynasty,7
mount,Viking,7
stud,Merovingian,7
flask,Ptolemaic,7
flint,Taino,7
flower-vase,Edo Period,7
amulet,Islamic,7
amulet,Late Babylonian,7
mummy-wrapping,Late Period,7
cylinderseal,Early Dynastic II,7
temple-relief,11th Dynasty,7
temple-relief,New Kingdom,7
coffin,22nd Dynasty,7
work-box,Early Anglo-Saxon,7
coffin,Graeco-Roman,7
coffin,Ptolemaic,7
coffin,Roman Period,7
coffin,26th Dynasty,7
bowl,2nd Dynasty,7
badge,Medieval,7
rivet,Romano-British,7
rod,Neolithic,7
coin,Han dynasty,7
chisel,Romano-British,7
retouchedpiece,Lower Palaeolithic,6
tablet,Late Uruk,6
coin,Hun,6
charm,Taino,6
coin,Germanic,6
vessel,Mogollon,6
artefact,Mesolithic,6
staple,Anglo-Saxon,6
statue,Early Dynastic III,6
bowl,Central America Period VI,6
